Hotel_Name,Negative_Review,Positive_Review,Tags,positive_tokenized,negative_tokenized,positive_filtered,negative_filtered,positive_noun,negative_noun
K K Hotel George, i had to ask at breakfast all 3 mornings we were there for coffee and re fills i think it would be better to have coffee on the buffet as you could just help yourself like you could with tea, very good location for tube station and getting around all the sights and shows we had pre booked,"[' leisure trip ', ' couple ', ' classic double room ', ' stayed 3 nights ']","['very', 'good', 'location', 'for', 'tube', 'station', 'and', 'getting', 'around', 'all', 'the', 'sights', 'and', 'shows', 'we', 'had', 'pre', 'booked']","['i', 'had', 'to', 'ask', 'at', 'breakfast', 'all', '3', 'mornings', 'we', 'were', 'there', 'for', 'coffee', 'and', 're', 'fills', 'i', 'think', 'it', 'would', 'be', 'better', 'to', 'have', 'coffee', 'on', 'the', 'buffet', 'as', 'you', 'could', 'just', 'help', 'yourself', 'like', 'you', 'could', 'with', 'tea']","['good', 'location', 'tube', 'station', 'getting', 'around', 'sights', 'shows', 'pre', 'booked']","['ask', 'breakfast', '3', 'mornings', 'coffee', 'fills', 'think', 'would', 'better', 'coffee', 'buffet', 'could', 'help', 'like', 'could', 'tea']","['tube', 'station', 'shows', 'sights', 'location']","['breakfast', 'coffee', 'fills', 'mornings', 'buffet']"
K K Hotel George, my one complaint is the overly soft mattresses it was not good for my back , friendly helpful staff the facilities are good including the bar the earl s court tube station is just a few steps away and this station has access to several useful lines for what you get the prices are reasonable very nice breakfast buffet ,"[' leisure trip ', ' family with young children ', ' 2 rooms ', ' stayed 5 nights ']","['friendly', 'helpful', 'staff', 'the', 'facilities', 'are', 'good', 'including', 'the', 'bar', 'the', 'earl', 's', 'court', 'tube', 'station', 'is', 'just', 'a', 'few', 'steps', 'away', 'and', 'this', 'station', 'has', 'access', 'to', 'several', 'useful', 'lines', 'for', 'what', 'you', 'get', 'the', 'prices', 'are', 'reasonable', 'very', 'nice', 'breakfast', 'buffet']","['my', 'one', 'complaint', 'is', 'the', 'overly', 'soft', 'mattresses', 'it', 'was', 'not', 'good', 'for', 'my', 'back']","['friendly', 'helpful', 'staff', 'facilities', 'good', 'including', 'bar', 'earl', 'court', 'tube', 'station', 'steps', 'away', 'station', 'access', 'several', 'useful', 'lines', 'get', 'prices', 'reasonable', 'nice', 'breakfast', 'buffet']","['one', 'complaint', 'overly', 'soft', 'mattresses', 'good', 'back']","['tube', 'breakfast', 'earl', 'facilities', 'access', 'staff', 'lines', 'prices', 'station', 'court', 'bar', 'buffet']","['complaint', 'mattresses']"
K K Hotel George, the mattress wasn t comfortable and the pillows were way too soft i had a neck ache the next morning the room was super tiny we stayed at the hilton bankside and the room was so spacious in comparison , the location was just 3 4 minutes from earl s court paul s was also opposite the underground station making it very convenient to pop by for breakfast excellent espresso cappucino and freshly baked pastries by the way before heading off for sightseeing ,"[' leisure trip ', ' couple ', ' classic double room ', ' stayed 3 nights ']","['the', 'location', 'was', 'just', '3', '4', 'minutes', 'from', 'earl', 's', 'court', 'paul', 's', 'was', 'also', 'opposite', 'the', 'underground', 'station', 'making', 'it', 'very', 'convenient', 'to', 'pop', 'by', 'for', 'breakfast', 'excellent', 'espresso', 'cappucino', 'and', 'freshly', 'baked', 'pastries', 'by', 'the', 'way', 'before', 'heading', 'off', 'for', 'sightseeing']","['the', 'mattress', 'wasn', 't', 'comfortable', 'and', 'the', 'pillows', 'were', 'way', 'too', 'soft', 'i', 'had', 'a', 'neck', 'ache', 'the', 'next', 'morning', 'the', 'room', 'was', 'super', 'tiny', 'we', 'stayed', 'at', 'the', 'hilton', 'bankside', 'and', 'the', 'room', 'was', 'so', 'spacious', 'in', 'comparison']","['location', '3', '4', 'minutes', 'earl', 'court', 'paul', 'also', 'opposite', 'underground', 'station', 'making', 'convenient', 'pop', 'breakfast', 'excellent', 'espresso', 'cappucino', 'freshly', 'baked', 'pastries', 'way', 'heading', 'sightseeing']","['mattress', 'comfortable', 'pillows', 'way', 'soft', 'neck', 'ache', 'next', 'morning', 'room', 'super', 'tiny', 'stayed', 'hilton', 'bankside', 'room', 'spacious', 'comparison']","['espresso', 'breakfast', 'cappucino', 'station', 'way', 'minutes', 'court', 'pastries', 'location', 'paul', 'pop']","['ache', 'mattress', 'bankside', 'way', 'super', 'neck', 'room', 'morning', 'comparison']"
K K Hotel George, temperature in the room was difficult to regulate , the staff are really helpful and accommodating nothing was too much trouble the hotel is very pretty in a great location with a cosy bar area i have stayed here several times and will definitely stay again ,"[' business trip ', ' group ', ' classic double room ', ' stayed 1 night ']","['the', 'staff', 'are', 'really', 'helpful', 'and', 'accommodating', 'nothing', 'was', 'too', 'much', 'trouble', 'the', 'hotel', 'is', 'very', 'pretty', 'in', 'a', 'great', 'location', 'with', 'a', 'cosy', 'bar', 'area', 'i', 'have', 'stayed', 'here', 'several', 'times', 'and', 'will', 'definitely', 'stay', 'again']","['temperature', 'in', 'the', 'room', 'was', 'difficult', 'to', 'regulate']","['staff', 'really', 'helpful', 'accommodating', 'nothing', 'much', 'trouble', 'hotel', 'pretty', 'great', 'location', 'cosy', 'bar', 'area', 'stayed', 'several', 'times', 'definitely', 'stay']","['temperature', 'room', 'difficult', 'regulate']","['trouble', 'staff', 'times', 'nothing', 'hotel', 'area', 'location', 'bar']","['regulate', 'temperature', 'room']"
K K Hotel George, i don t know if it was because i booked through booking com but seemed to get the worst room in the place underground with no view unable to book breakfast for second day at the reduced price as i should have done it on check in i didn t know what i was going to be doing on check in tea and biscuits not replenished the second day , the location,"[' leisure trip ', ' solo traveler ', ' classic double room ', ' stayed 2 nights ', ' submitted from a mobile device ']","['the', 'location']","['i', 'don', 't', 'know', 'if', 'it', 'was', 'because', 'i', 'booked', 'through', 'booking', 'com', 'but', 'seemed', 'to', 'get', 'the', 'worst', 'room', 'in', 'the', 'place', 'underground', 'with', 'no', 'view', 'unable', 'to', 'book', 'breakfast', 'for', 'second', 'day', 'at', 'the', 'reduced', 'price', 'as', 'i', 'should', 'have', 'done', 'it', 'on', 'check', 'in', 'i', 'didn', 't', 'know', 'what', 'i', 'was', 'going', 'to', 'be', 'doing', 'on', 'check', 'in', 'tea', 'and', 'biscuits', 'not', 'replenished', 'the', 'second', 'day']",['location'],"['know', 'booked', 'booking', 'com', 'seemed', 'get', 'worst', 'room', 'place', 'underground', 'view', 'unable', 'book', 'breakfast', 'second', 'day', 'reduced', 'price', 'done', 'check', 'know', 'going', 'check', 'tea', 'biscuits', 'replenished', 'second', 'day']",['location'],"['price', 'check', 'biscuits', 'breakfast', 'book', 'day', 'tea', 'room', 'com', 'place', 'view']"
K K Hotel George, really nothing this was a perfect choice , the entire staff were friendly courteous and helpful the room was clean and quiet and the breakfast was excellent as was the location 4 minute walk to the underground tube just perfect ,"[' leisure trip ', ' family with young children ', ' classic triple room ', ' stayed 4 nights ', ' submitted from a mobile device ']","['the', 'entire', 'staff', 'were', 'friendly', 'courteous', 'and', 'helpful', 'the', 'room', 'was', 'clean', 'and', 'quiet', 'and', 'the', 'breakfast', 'was', 'excellent', 'as', 'was', 'the', 'location', '4', 'minute', 'walk', 'to', 'the', 'underground', 'tube', 'just', 'perfect']","['really', 'nothing', 'this', 'was', 'a', 'perfect', 'choice']","['entire', 'staff', 'friendly', 'courteous', 'helpful', 'room', 'clean', 'quiet', 'breakfast', 'excellent', 'location', '4', 'minute', 'walk', 'underground', 'tube', 'perfect']","['really', 'nothing', 'perfect', 'choice']","['tube', 'breakfast', 'staff', 'perfect', 'minute', 'room', 'walk', 'location']","['nothing', 'choice']"
K K Hotel George, rooms are not heated may be an issue in very cold winters gym is open from 4 00 pm to 10 00pm when you usually are out , location heated outdoor smoking area breakfast is good just 2 min walk to earls court station halal restaurants are very close by ,"[' leisure trip ', ' group ', ' classic twin room ', ' stayed 10 nights ', ' submitted from a mobile device ']","['location', 'heated', 'outdoor', 'smoking', 'area', 'breakfast', 'is', 'good', 'just', '2', 'min', 'walk', 'to', 'earls', 'court', 'station', 'halal', 'restaurants', 'are', 'very', 'close', 'by']","['rooms', 'are', 'not', 'heated', 'may', 'be', 'an', 'issue', 'in', 'very', 'cold', 'winters', 'gym', 'is', 'open', 'from', '4', '00', 'pm', 'to', '10', '00pm', 'when', 'you', 'usually', 'are', 'out']","['location', 'heated', 'outdoor', 'smoking', 'area', 'breakfast', 'good', '2', 'min', 'walk', 'earls', 'court', 'station', 'halal', 'restaurants', 'close']","['rooms', 'heated', 'may', 'issue', 'cold', 'winters', 'gym', 'open', '4', '00', 'pm', '10', '00pm', 'usually']","['breakfast', 'min', 'station', 'restaurants', 'halal', 'walk', 'area', 'court', 'location']","['pm', 'winters', 'rooms']"
K K Hotel George, soiled chair in room pillows not clean shower temp control very sensitive in 1st room we stayed in value for money, helpful friendly staff good location,"[' leisure trip ', ' family with young children ', ' classic triple room ', ' stayed 2 nights ', ' submitted from a mobile device ']","['helpful', 'friendly', 'staff', 'good', 'location']","['soiled', 'chair', 'in', 'room', 'pillows', 'not', 'clean', 'shower', 'temp', 'control', 'very', 'sensitive', 'in', '1st', 'room', 'we', 'stayed', 'in', 'value', 'for', 'money']","['helpful', 'friendly', 'staff', 'good', 'location']","['soiled', 'chair', 'room', 'pillows', 'clean', 'shower', 'temp', 'control', 'sensitive', '1st', 'room', 'stayed', 'value', 'money']","['staff', 'location']","['control', 'money', 'value', 'temp', 'chair', 'room']"
K K Hotel George,no negative, excellent hotel in every aspect fantastic location with only a 2 3 minute walk to the tube station which takes you into central london rooms are small but perfectly formed with a lovely bathroom all the staff are very polite and friendly and sorted out the small problem with the bathroom sink and brought a firmer pillow with no issues great choice of buffet breakfast both hot and cold all replenished regularly would definitely stay here again and recommend it to anyone ,"[' leisure trip ', ' group ', ' classic twin room ', ' stayed 1 night ', ' submitted from a mobile device ']","['excellent', 'hotel', 'in', 'every', 'aspect', 'fantastic', 'location', 'with', 'only', 'a', '2', '3', 'minute', 'walk', 'to', 'the', 'tube', 'station', 'which', 'takes', 'you', 'into', 'central', 'london', 'rooms', 'are', 'small', 'but', 'perfectly', 'formed', 'with', 'a', 'lovely', 'bathroom', 'all', 'the', 'staff', 'are', 'very', 'polite', 'and', 'friendly', 'and', 'sorted', 'out', 'the', 'small', 'problem', 'with', 'the', 'bathroom', 'sink', 'and', 'brought', 'a', 'firmer', 'pillow', 'with', 'no', 'issues', 'great', 'choice', 'of', 'buffet', 'breakfast', 'both', 'hot', 'and', 'cold', 'all', 'replenished', 'regularly', 'would', 'definitely', 'stay', 'here', 'again', 'and', 'recommend', 'it', 'to', 'anyone']","['no', 'negative']","['excellent', 'hotel', 'every', 'aspect', 'fantastic', 'location', '2', '3', 'minute', 'walk', 'tube', 'station', 'takes', 'central', 'london', 'rooms', 'small', 'perfectly', 'formed', 'lovely', 'bathroom', 'staff', 'polite', 'friendly', 'sorted', 'small', 'problem', 'bathroom', 'sink', 'brought', 'firmer', 'pillow', 'issues', 'great', 'choice', 'buffet', 'breakfast', 'hot', 'cold', 'replenished', 'regularly', 'would', 'definitely', 'stay', 'recommend', 'anyone']",['negative'],"['tube', 'sink', 'anyone', 'breakfast', 'pillow', 'staff', 'bathroom', 'issues', 'station', 'london', 'problem', 'choice', 'minute', 'cold', 'walk', 'hotel', 'location', 'rooms']",[]
K K Hotel George, we asked for 2 singles and a sofa bed but were given a double bed and no explanation there were few accessible plugs for hair straighteners and the like and the hair dryer didn t work to be fair we didn t take this up with the hotel so they may have sorted this if asked to do so , comfy bed a lovely warm room with good facilities on a cold damp london day great shower nice toiletries and fab fluffy towels would stay again as it was a great location the things we didn t like weren t the end of the world and we enjoyed our stay ,"[' leisure trip ', ' group ', ' classic triple room ', ' stayed 1 night ', ' submitted from a mobile device ']","['comfy', 'bed', 'a', 'lovely', 'warm', 'room', 'with', 'good', 'facilities', 'on', 'a', 'cold', 'damp', 'london', 'day', 'great', 'shower', 'nice', 'toiletries', 'and', 'fab', 'fluffy', 'towels', 'would', 'stay', 'again', 'as', 'it', 'was', 'a', 'great', 'location', 'the', 'things', 'we', 'didn', 't', 'like', 'weren', 't', 'the', 'end', 'of', 'the', 'world', 'and', 'we', 'enjoyed', 'our', 'stay']","['we', 'asked', 'for', '2', 'singles', 'and', 'a', 'sofa', 'bed', 'but', 'were', 'given', 'a', 'double', 'bed', 'and', 'no', 'explanation', 'there', 'were', 'few', 'accessible', 'plugs', 'for', 'hair', 'straighteners', 'and', 'the', 'like', 'and', 'the', 'hair', 'dryer', 'didn', 't', 'work', 'to', 'be', 'fair', 'we', 'didn', 't', 'take', 'this', 'up', 'with', 'the', 'hotel', 'so', 'they', 'may', 'have', 'sorted', 'this', 'if', 'asked', 'to', 'do', 'so']","['comfy', 'bed', 'lovely', 'warm', 'room', 'good', 'facilities', 'cold', 'damp', 'london', 'day', 'great', 'shower', 'nice', 'toiletries', 'fab', 'fluffy', 'towels', 'would', 'stay', 'great', 'location', 'things', 'like', 'end', 'world', 'enjoyed', 'stay']","['asked', '2', 'singles', 'sofa', 'bed', 'given', 'double', 'bed', 'explanation', 'accessible', 'plugs', 'hair', 'straighteners', 'like', 'hair', 'dryer', 'work', 'fair', 'take', 'hotel', 'may', 'sorted', 'asked']","['world', 'towels', 'facilities', 'stay', 'comfy', 'shower', 'things', 'end', 'toiletries', 'room', 'bed', 'day', 'location']","['hair', 'straighteners', 'plugs', 'dryer', 'work', 'hotel', 'explanation', 'singles']"
K K Hotel George, no iron and ironing board and maybe a few sachets of hot chocolate in the room nothing really to complain about , location fantastic 2 minute walk to earl court tube shops and restaurants beautiful building with parking ,"[' leisure trip ', ' family with young children ', ' classic triple room ', ' stayed 1 night ', ' submitted from a mobile device ']","['location', 'fantastic', '2', 'minute', 'walk', 'to', 'earl', 'court', 'tube', 'shops', 'and', 'restaurants', 'beautiful', 'building', 'with', 'parking']","['no', 'iron', 'and', 'ironing', 'board', 'and', 'maybe', 'a', 'few', 'sachets', 'of', 'hot', 'chocolate', 'in', 'the', 'room', 'nothing', 'really', 'to', 'complain', 'about']","['location', 'fantastic', '2', 'minute', 'walk', 'earl', 'court', 'tube', 'shops', 'restaurants', 'beautiful', 'building', 'parking']","['iron', 'ironing', 'board', 'maybe', 'sachets', 'hot', 'chocolate', 'room', 'nothing', 'really', 'complain']","['tube', 'minute', 'restaurants', 'parking', 'court', 'location', 'building']","['iron', 'chocolate', 'board', 'nothing', 'room']"
K K Hotel George, did book a twin bedded room and got a very large double so it didn t matter too much loo very low lucky i am only 5ft 2 , delicious english breakfast staff very helpful and pleasant ,"[' leisure trip ', ' couple ', ' classic twin room ', ' stayed 1 night ', ' submitted from a mobile device ']","['delicious', 'english', 'breakfast', 'staff', 'very', 'helpful', 'and', 'pleasant']","['did', 'book', 'a', 'twin', 'bedded', 'room', 'and', 'got', 'a', 'very', 'large', 'double', 'so', 'it', 'didn', 't', 'matter', 'too', 'much', 'loo', 'very', 'low', 'lucky', 'i', 'am', 'only', '5ft', '2']","['delicious', 'english', 'breakfast', 'staff', 'helpful', 'pleasant']","['book', 'twin', 'bedded', 'room', 'got', 'large', 'double', 'matter', 'much', 'loo', 'low', 'lucky', '5ft', '2']","['staff', 'pleasant', 'breakfast']","['loo', 'book', 'room', 'matter', 'twin']"
K K Hotel George, staff not particularly helpful have stayrf before and not had room serviced so had to request this 3 times breakfasy ok but not outstanding for a 4 rooms small esp bathroom and not particularly warm, its in the right area for what we need,"[' leisure trip ', ' family with young children ', ' classic twin room ', ' stayed 2 nights ', ' submitted from a mobile device ']","['its', 'in', 'the', 'right', 'area', 'for', 'what', 'we', 'need']","['staff', 'not', 'particularly', 'helpful', 'have', 'stayrf', 'before', 'and', 'not', 'had', 'room', 'serviced', 'so', 'had', 'to', 'request', 'this', '3', 'times', 'breakfasy', 'ok', 'but', 'not', 'outstanding', 'for', 'a', '4', 'rooms', 'small', 'esp', 'bathroom', 'and', 'not', 'particularly', 'warm']","['right', 'area', 'need']","['staff', 'particularly', 'helpful', 'stayrf', 'room', 'serviced', 'request', '3', 'times', 'breakfasy', 'ok', 'outstanding', '4', 'rooms', 'small', 'esp', 'bathroom', 'particularly', 'warm']","['area', 'need']","['staff', 'bathroom', 'times', 'stayrf', 'room', 'request', 'rooms']"
K K Hotel George, housekeeping missed my room one day and although i did not make much of a fuss over it i did not get a convincing explanation i did get an apology though , english breakfast everyday was a welcome bonus bar is not impressive but well run kudos to mariusz who looked after me ,"[' business trip ', ' solo traveler ', ' classic double room ', ' stayed 5 nights ']","['english', 'breakfast', 'everyday', 'was', 'a', 'welcome', 'bonus', 'bar', 'is', 'not', 'impressive', 'but', 'well', 'run', 'kudos', 'to', 'mariusz', 'who', 'looked', 'after', 'me']","['housekeeping', 'missed', 'my', 'room', 'one', 'day', 'and', 'although', 'i', 'did', 'not', 'make', 'much', 'of', 'a', 'fuss', 'over', 'it', 'i', 'did', 'not', 'get', 'a', 'convincing', 'explanation', 'i', 'did', 'get', 'an', 'apology', 'though']","['english', 'breakfast', 'everyday', 'welcome', 'bonus', 'bar', 'impressive', 'well', 'run', 'kudos', 'mariusz', 'looked']","['housekeeping', 'missed', 'room', 'one', 'day', 'although', 'make', 'much', 'fuss', 'get', 'convincing', 'explanation', 'get', 'apology', 'though']","['mariusz', 'kudos', 'breakfast', 'bonus', 'bar']","['make', 'room', 'get', 'day', 'explanation', 'fuss']"
K K Hotel George, room wasn t ready was upgraded but had to pay for a drink while we waited, overallthe hotel was worth themoney and really handy for the tube good local pub for a great breakfast,"[' leisure trip ', ' family with young children ', ' classic double room ', ' stayed 1 night ']","['overallthe', 'hotel', 'was', 'worth', 'themoney', 'and', 'really', 'handy', 'for', 'the', 'tube', 'good', 'local', 'pub', 'for', 'a', 'great', 'breakfast']","['room', 'wasn', 't', 'ready', 'was', 'upgraded', 'but', 'had', 'to', 'pay', 'for', 'a', 'drink', 'while', 'we', 'waited']","['overallthe', 'hotel', 'worth', 'themoney', 'really', 'handy', 'tube', 'good', 'local', 'pub', 'great', 'breakfast']","['room', 'ready', 'upgraded', 'pay', 'drink', 'waited']","['tube', 'breakfast', 'pub', 'hotel', 'themoney']","['pay', 'room', 'drink']"
K K Hotel George, bathroom is really small, great location near the underground 5 breakfast room size consider good when compared to london hotels super fast wifi,"[' business trip ', ' couple ', ' classic double room ', ' stayed 4 nights ']","['great', 'location', 'near', 'the', 'underground', '5', 'breakfast', 'room', 'size', 'consider', 'good', 'when', 'compared', 'to', 'london', 'hotels', 'super', 'fast', 'wifi']","['bathroom', 'is', 'really', 'small']","['great', 'location', 'near', 'underground', '5', 'breakfast', 'room', 'size', 'consider', 'good', 'compared', 'london', 'hotels', 'super', 'fast', 'wifi']","['bathroom', 'really', 'small']","['hotels', 'fast', 'breakfast', 'wifi', 'room', 'size', 'location']",['bathroom']
K K Hotel George, staff could ve been a bit more clued up failed to check my booking room assigned was not what i asked for i requested a double and on entering the room was given a twin so was offered a double in the lower ground it didn t smell very pleasant in the room and the mattresses need to be changed i was advised i had been upgraded this was probably due to the error made on check in however even though the room may have been bigger there were no extras in the room and the tv was much smaller clearly not an upgrade i don t know i guess for 135 i was expecting a lot more for a 1 night stay on checking in i was asked to pay for breakfast as its more expensive on the day yet it was already part of the rate i didn t have the best start to staying here unfortunately and not even a helping hand with my bag considering the error of assigning me the wrong room laid with the hotel breakfast could ve been more fresh and hotter appreciate i had arrived 25mins before it closed yet it was still in the valid timeset , location was pretty good with decent restaurants in walking distance wifi did the job range of tv channels shower was lovely,"[' business trip ', ' solo traveler ', ' classic double room ', ' stayed 1 night ', ' submitted from a mobile device ']","['location', 'was', 'pretty', 'good', 'with', 'decent', 'restaurants', 'in', 'walking', 'distance', 'wifi', 'did', 'the', 'job', 'range', 'of', 'tv', 'channels', 'shower', 'was', 'lovely']","['staff', 'could', 've', 'been', 'a', 'bit', 'more', 'clued', 'up', 'failed', 'to', 'check', 'my', 'booking', 'room', 'assigned', 'was', 'not', 'what', 'i', 'asked', 'for', 'i', 'requested', 'a', 'double', 'and', 'on', 'entering', 'the', 'room', 'was', 'given', 'a', 'twin', 'so', 'was', 'offered', 'a', 'double', 'in', 'the', 'lower', 'ground', 'it', 'didn', 't', 'smell', 'very', 'pleasant', 'in', 'the', 'room', 'and', 'the', 'mattresses', 'need', 'to', 'be', 'changed', 'i', 'was', 'advised', 'i', 'had', 'been', 'upgraded', 'this', 'was', 'probably', 'due', 'to', 'the', 'error', 'made', 'on', 'check', 'in', 'however', 'even', 'though', 'the', 'room', 'may', 'have', 'been', 'bigger', 'there', 'were', 'no', 'extras', 'in', 'the', 'room', 'and', 'the', 'tv', 'was', 'much', 'smaller', 'clearly', 'not', 'an', 'upgrade', 'i', 'don', 't', 'know', 'i', 'guess', 'for', '135', 'i', 'was', 'expecting', 'a', 'lot', 'more', 'for', 'a', '1', 'night', 'stay', 'on', 'checking', 'in', 'i', 'was', 'asked', 'to', 'pay', 'for', 'breakfast', 'as', 'its', 'more', 'expensive', 'on', 'the', 'day', 'yet', 'it', 'was', 'already', 'part', 'of', 'the', 'rate', 'i', 'didn', 't', 'have', 'the', 'best', 'start', 'to', 'staying', 'here', 'unfortunately', 'and', 'not', 'even', 'a', 'helping', 'hand', 'with', 'my', 'bag', 'considering', 'the', 'error', 'of', 'assigning', 'me', 'the', 'wrong', 'room', 'laid', 'with', 'the', 'hotel', 'breakfast', 'could', 've', 'been', 'more', 'fresh', 'and', 'hotter', 'appreciate', 'i', 'had', 'arrived', '25mins', 'before', 'it', 'closed', 'yet', 'it', 'was', 'still', 'in', 'the', 'valid', 'timeset']","['location', 'pretty', 'good', 'decent', 'restaurants', 'walking', 'distance', 'wifi', 'job', 'range', 'tv', 'channels', 'shower', 'lovely']","['staff', 'could', 'bit', 'clued', 'failed', 'check', 'booking', 'room', 'assigned', 'asked', 'requested', 'double', 'entering', 'room', 'given', 'twin', 'offered', 'double', 'lower', 'ground', 'smell', 'pleasant', 'room', 'mattresses', 'need', 'changed', 'advised', 'upgraded', 'probably', 'due', 'error', 'made', 'check', 'however', 'even', 'though', 'room', 'may', 'bigger', 'extras', 'room', 'tv', 'much', 'smaller', 'clearly', 'upgrade', 'know', 'guess', '135', 'expecting', 'lot', '1', 'night', 'stay', 'checking', 'asked', 'pay', 'breakfast', 'expensive', 'day', 'yet', 'already', 'part', 'rate', 'best', 'start', 'staying', 'unfortunately', 'even', 'helping', 'hand', 'bag', 'considering', 'error', 'assigning', 'wrong', 'room', 'laid', 'hotel', 'breakfast', 'could', 'fresh', 'hotter', 'appreciate', 'arrived', '25mins', 'closed', 'yet', 'still', 'valid', 'timeset']","['wifi', 'distance', 'job', 'range', 'tv', 'restaurants', 'decent', 'channels', 'location']","['timeset', 'pay', 'error', 'part', 'entering', 'bag', 'appreciate', 'mattresses', 'check', 'rate', 'start', 'hand', 'ground', 'tv', 'hotter', 'twin', 'breakfast', 'stay', 'room', 'hotel', 'smell', 'lot', 'staff', 'night', 'day']"
K K Hotel George, weird atmosphere in reception many eastern european staff room cold and uninspiring 4 per drink of cheap orange juice mixed with tap water overpriced overall, location near earls court tube stop,"[' leisure trip ', ' couple ', ' classic double room ', ' stayed 1 night ']","['location', 'near', 'earls', 'court', 'tube', 'stop']","['weird', 'atmosphere', 'in', 'reception', 'many', 'eastern', 'european', 'staff', 'room', 'cold', 'and', 'uninspiring', '4', 'per', 'drink', 'of', 'cheap', 'orange', 'juice', 'mixed', 'with', 'tap', 'water', 'overpriced', 'overall']","['location', 'near', 'earls', 'court', 'tube', 'stop']","['weird', 'atmosphere', 'reception', 'many', 'eastern', 'european', 'staff', 'room', 'cold', 'uninspiring', '4', 'per', 'drink', 'cheap', 'orange', 'juice', 'mixed', 'tap', 'water', 'overpriced', 'overall']","['tube', 'court', 'location', 'stop']","['weird', 'reception', 'juice', 'staff', 'drink', 'room', 'orange', 'water']"
K K Hotel George, front desk night manager charged my bill in dollars without permission he tried to net an extra 40 on my bill with the horrible exchange rate when i caught it he told me i must have authorized it at check in which i had not completely unacceptable , good english breakfast ,"[' business trip ', ' solo traveler ', ' classic double room ', ' stayed 3 nights ', ' submitted from a mobile device ']","['good', 'english', 'breakfast']","['front', 'desk', 'night', 'manager', 'charged', 'my', 'bill', 'in', 'dollars', 'without', 'permission', 'he', 'tried', 'to', 'net', 'an', 'extra', '40', 'on', 'my', 'bill', 'with', 'the', 'horrible', 'exchange', 'rate', 'when', 'i', 'caught', 'it', 'he', 'told', 'me', 'i', 'must', 'have', 'authorized', 'it', 'at', 'check', 'in', 'which', 'i', 'had', 'not', 'completely', 'unacceptable']","['good', 'english', 'breakfast']","['front', 'desk', 'night', 'manager', 'charged', 'bill', 'dollars', 'without', 'permission', 'tried', 'net', 'extra', '40', 'bill', 'horrible', 'exchange', 'rate', 'caught', 'told', 'must', 'authorized', 'check', 'completely', 'unacceptable']","['english', 'breakfast']","['front', 'bill', 'rate', 'manager', 'night', 'exchange', 'dollars', 'permission', 'desk']"
K K Hotel George, the towel in the bathroom had blood on it and it wasn t our blood so disgusting also we had a room below the pavement at the front of the hotel with a lot of noise from foot traffic and their conversations , staff on the front desk we re very welcoming ,"[' leisure trip ', ' couple ', ' classic double room ', ' stayed 1 night ', ' submitted from a mobile device ']","['staff', 'on', 'the', 'front', 'desk', 'we', 're', 'very', 'welcoming']","['the', 'towel', 'in', 'the', 'bathroom', 'had', 'blood', 'on', 'it', 'and', 'it', 'wasn', 't', 'our', 'blood', 'so', 'disgusting', 'also', 'we', 'had', 'a', 'room', 'below', 'the', 'pavement', 'at', 'the', 'front', 'of', 'the', 'hotel', 'with', 'a', 'lot', 'of', 'noise', 'from', 'foot', 'traffic', 'and', 'their', 'conversations']","['staff', 'front', 'desk', 'welcoming']","['towel', 'bathroom', 'blood', 'blood', 'disgusting', 'also', 'room', 'pavement', 'front', 'hotel', 'lot', 'noise', 'foot', 'traffic', 'conversations']","['front', 'staff', 'desk']","['lot', 'conversations', 'foot', 'bathroom', 'blood', 'traffic', 'disgusting', 'room', 'hotel', 'towel']"
K K Hotel George, the gym facility is pointless make sure you go elsewhere if you want to use the gym , very short walk from the tube but not on the main road ideal location ,"[' business trip ', ' solo traveler ', ' classic double room ', ' stayed 1 night ', ' submitted from a mobile device ']","['very', 'short', 'walk', 'from', 'the', 'tube', 'but', 'not', 'on', 'the', 'main', 'road', 'ideal', 'location']","['the', 'gym', 'facility', 'is', 'pointless', 'make', 'sure', 'you', 'go', 'elsewhere', 'if', 'you', 'want', 'to', 'use', 'the', 'gym']","['short', 'walk', 'tube', 'main', 'road', 'ideal', 'location']","['gym', 'facility', 'pointless', 'make', 'sure', 'go', 'elsewhere', 'want', 'use', 'gym']","['tube', 'ideal', 'road', 'walk', 'location']","['facility', 'gym', 'pointless', 'use']"
